,greek_id,greek_word,gloss,sent_id
0,100114975,ὣς,thus,0
1,100114976,οἳ,they,0
2,100114977,μὲν,on the one hand,0
3,100114978,κατὰ,into,0
4,100114979,ἄστυ,city,0
5,100114980,πεφυζότες,having fled,0
6,100114981,ἠΰτε,like,0
7,100114982,νεβροὶ,fawns,0
8,100114983,ἱδρῶ,sweat,0
9,100114984,ἀπεψύχοντο,they refreshed themselves,0
10,100114985,πίον,drank,0
11,100114986,τ’,and,0
12,100114987,ἀκέοντό,they refreshed themselves,0
13,100114988,τε,and,0
14,100114989,δίψαν,thirst,0
15,100114990,κεκλιμένοι,leaning,0
16,100114991,καλῇσιν,fair,0
17,100114992,ἐπάλξεσιν,battlements,0
18,100114993,.,.,0
19,100114994,αὐτὰρ,but,1
20,100114995,Ἀχαιοὶ,Achaeans,1
21,100114996,τείχεος,wall,1
22,100114997,ἆσσον,quickly,1
23,100114998,ἴσαν,they went,1
24,100114999,σάκε’,shields,1
25,100115000,ὤμοισι,shoulders,1
26,100115001,κλίναντες,having leaned,1
27,100115002,.,.,1
28,100115003,Ἕκτορα,Hector,2
29,100115004,δ’,but,2
30,100115005,αὐτοῦ,him,2
31,100115006,μεῖναι,to remain,2
32,100115007,ὀλοιὴ,destructive,2
33,100115008,μοῖρα,fate,2
34,100115009,πέδησεν,bound,2
35,100115010,Ἰλίου,of Troy,2
36,100115011,προπάροιθε,before,2
37,100115012,πυλάων,of gates,2
38,100115013,τε,and,2
39,100115014,Σκαιάων,of the Scaean,2
40,100115015,.,.,2
41,100115016,αὐτὰρ,but,3
42,100115017,Πηλείωνα,son of Peleus,3
43,100115018,προσηύδα,addressed,3
44,100115019,Φοῖβος,bright,3
45,100115020,Ἀπόλλων,Apollo,3
46,100115021,.,.,3
47,100115022,,,4
48,100115023,τίπτέ,why,4
49,100115024,με,me,4
50,100115025,Πηλέος,of Peleus,4
51,100115026,υἱὲ,son,4
52,100115027,ποσὶν,with feet,4
53,100115028,ταχέεσσι,swift,4
54,100115029,διώκεις,pursue,4
55,100115030,αὐτὸς,yourself,4
56,100115031,θνητὸς,mortal,4
57,100115032,ἐὼν,being,4
58,100115033,θεὸν,god,4
59,100115034,ἄμβροτον,immortal,4
60,100115035,;,;,4
61,100115036,οὐ,not,5
62,100115037,-δέ,and,5
63,100115038,νύ,indeed,5
64,100115039,πώ,yet,5
65,100115040,με,me,5
66,100115041,ἔγνως,you knew,5
67,100115042,ὡς,that,5
68,100115043,θεός,a god,5
69,100115044,εἰμι,am,5
70,100115045,",",",",5
71,100115046,σὺ,you,5
72,100115047,δ’,and,5
73,100115048,ἀσπερχὲς,unremittingly,5
74,100115049,μενεαίνεις,you persist,5
75,100115050,.,.,5
76,100115051,ἦ,indeed,6
77,100115052,νύ,indeed,6
78,100115053,τοι,you,6
79,100115054,οὔ,not,6
80,100115055,τι,anything,6
81,100115056,μέλει,it matters,6
82,100115057,Τρώων,of Trojans,6
83,100115058,πόνος,toil,6
84,100115059,",",",",6
85,100115060,οὓς,whom,6
86,100115061,ἐφόβησας,you frightened,6
87,100115062,",",",",6
88,100115063,οἳ,who,6
89,100115064,δή,indeed,6
90,100115065,τοι,to you,6
91,100115066,εἰς,into,6
92,100115067,ἄστυ,city,6
93,100115068,ἄλεν,went,6
94,100115069,",",",",6
95,100115070,σὺ,you,6
96,100115071,δὲ,and,6
97,100115072,δεῦρο,here,6
98,100115073,λιάσθης,you came,6
99,100115074,.,.,6
100,100115075,οὐ,not,7
101,100115076,μέν,indeed,7
102,100115077,με,me,7
103,100115078,κτενέεις,you will kill,7
104,100115079,",",",",7
105,100115080,ἐπεὶ,since,7
106,100115081,οὔ,not,7
107,100115082,τοι,to you,7
108,100115083,μόρσιμός,fated,7
109,100115084,εἰμι,am,7
110,100115085,,,7
111,100115086,.,.,7
112,100115087,τὸν,him,8
113,100115088,δὲ,then,8
114,100115089,μέγ’,greatly,8
115,100115090,ὀχθήσας,angered,8
116,100115091,προσέφη,said,8
117,100115092,πόδας,feet,8
118,100115093,ὠκὺς,swift,8
119,100115094,Ἀχιλλεύς,Achilles,8
120,100115095,.,.,8
121,100115096,,,9
122,100115097,ἔβλαψάς,you harmed,9
123,100115098,μ’,me,9
124,100115099,ἑκάεργε,O much-worked,9
125,100115100,θεῶν,of gods,9
126,100115101,ὀλοώτατε,most destructive,9
127,100115102,πάντων,of all,9
128,100115103,ἐνθάδε,here,9
129,100115104,νῦν,now,9
130,100115105,τρέψας,having turned,9
131,100115106,ἀπὸ,from,9
132,100115107,τείχεος,of the wall,9
133,100115108,.,.,9
134,100115109,ἦ,if,10
135,100115110,κ’,would,10
136,100115111,ἔτι,still,10
137,100115112,πολλοὶ,many,10
138,100115113,γαῖαν,land,10
139,100115114,ὀδὰξ,sharply,10
140,100115115,εἷλον,would take,10
141,100115116,πρὶν,before,10
142,100115117,Ἴλιον,Ilium,10
143,100115118,εἰσαφικέσθαι,to arrive,10
144,100115119,.,.,10
145,100115120,νῦν,now,11
146,100115121,δ’,but,11
147,100115122,ἐμὲ,me,11
148,100115123,μὲν,indeed,11
149,100115124,μέγα,great,11
150,100115125,κῦδος,glory,11
151,100115126,ἀφείλεο,take away,11
152,100115127,",",",",11
153,100115128,τοὺς,them,11
154,100115129,δὲ,and,11
155,100115130,σάωσας,having saved,11
156,100115131,ῥηϊδίως,easily,11
157,100115132,",",",",11
158,100115133,ἐπεὶ,since,11
159,100115134,οὔ,not,11
160,100115135,τι,at all,11
161,100115136,τίσιν,vengeance,11
162,100115137,γ’,indeed,11
163,100115138,ἔδεισας,you feared,11
164,100115139,ὀπίσσω,later,11
165,100115140,.,.,11
166,100115141,ἦ,oh,12
167,100115142,σ’,you,12
168,100115143,ἂν,would,12
169,100115144,τισαίμην,I would punish,12
170,100115145,",",",",12
171,100115146,εἴ,if,12
172,100115147,μοι,me,12
173,100115148,δύναμίς,power,12
174,100115149,γε,indeed,12
175,100115150,παρείη,were to be present,12
176,100115151, , ,12
177,100115152,.,.,12
178,100115153,ὣς,so,13
179,100115154,εἰπὼν,having spoken,13
180,100115155,προτὶ,before,13
181,100115156,ἄστυ,city,13
182,100115157,μέγα,greatly,13
183,100115158,φρονέων,thinking,13
184,100115159,ἐβεβήκει,had gone,13
185,100115160,",",",",13
186,100115161,σευάμενος,rushing,13
187,100115162,ὥς,as,13
188,100115163,θ’,and,13
189,100115164,ἵππος,horse,13
190,100115165,ἀεθλοφόρος,prize-bearing,13
191,100115166,σὺν,with,13
192,100115167,ὄχεσφιν,chariots,13
193,100115168,",",",",13
194,100115169,ὅς,who,13
195,100115170,ῥά,indeed,13
196,100115171,τε,and,13
197,100115172,ῥεῖα,swiftly,13
198,100115173,θέῃσι,spreads,13
199,100115174,τιταινόμενος,stretching,13
200,100115175,πεδίοιο,of the plain,13
201,100115176,.,.,13
202,100115177,ὣς,thus,14
203,100115178,Ἀχιλεὺς,Achilles,14
204,100115179,λαιψηρὰ,swift,14
205,100115180,πόδας,feet,14
206,100115181,καὶ,and,14
207,100115182,γούνατ’,knees,14
208,100115183,ἐνώμα,fitted,14
209,100115184,.,.,14
210,100115185,τὸν,him,15
211,100115186,δ’,-,15
212,100115187,ὃ,the,15
213,100115188,γέρων,old man,15
214,100115189,Πρίαμος,Priam,15
215,100115190,πρῶτος,first,15
216,100115191,ἴδεν,saw,15
217,100115192,ὀφθαλμοῖσι,with his eyes,15
218,100115193,παμφαίνονθ’,shining brightly,15
219,100115194,ὥς,as,15
220,100115195,τ',-te,15
221,100115196,ἀστέρ’,star,15
222,100115197,ἐπεσσύμενον,rushing,15
223,100115198,πεδίοιο,of the plain,15
224,100115199,",",",",15
225,100115200,ὅς,which,15
226,100115201,ῥά,indeed,15
227,100115202,τ',and,15
228,100115203,ὀπώρης,of autumn,15
229,100115204,εἶσιν,are coming,15
230,100115205,",",",",15
231,100115206,ἀρίζηλοι,brightest,15
232,100115207,δέ,but,15
233,100115208,οἱ,their,15
234,100115209,αὐγαὶ,beams,15
235,100115210,φαίνονται,appear,15
236,100115211,πολλοῖσι,many,15
237,100115212,μετ’,among,15
238,100115213,ἀστράσι,stars,15
239,100115214,νυκτὸς,of night,15
240,100115215,ἀμολγῷ,dark,15
241,100115216,",",",",15
242,100115217,ὅν,whom,15
243,100115218,τε,and,15
244,100115219,κύν’,dog,15
245,100115220,Ὠρίωνος,of Orion,15
246,100115221,ἐπίκλησιν,as a name,15
247,100115222,καλέουσι,they call,15
248,100115223,.,.,15
249,100115224,λαμπρότατος,most radiant,16
250,100115225,μὲν,indeed,16
251,100115226,ὅ,he,16
252,100115227,γ’,indeed,16
253,100115228,ἐστί,is,16
254,100115229,",",",",16
255,100115230,κακὸν,evil,16
256,100115231,δέ,but,16
257,100115232,τε,and,16
258,100115233,σῆμα,omen,16
259,100115234,τέτυκται,has been fashioned,16
260,100115235,",",",",16
261,100115236,καί,and,16
262,100115237,τε,and,16
263,100115238,φέρει,bears,16
264,100115239,πολλὸν,much,16
265,100115240,πυρετὸν,fever,16
266,100115241,δειλοῖσι,cowardly,16
267,100115242,βροτοῖσιν,to mortals,16
268,100115243,.,.,16
269,100115244,ὣς,so,17
270,100115245,τοῦ,his,17
271,100115246,χαλκὸς,bronze,17
272,100115247,ἔλαμπε,shone,17
273,100115248,περὶ,around,17
274,100115249,στήθεσσι,breasts,17
275,100115250,θέοντος,running,17
276,100115251,.,.,17
277,100115252,ᾤμωξεν,cried out,18
278,100115253,δ’,and,18
279,100115254,ὃ,the,18
280,100115255,γέρων,old man,18
281,100115256,",",",",18
282,100115257,κεφαλὴν,head,18
283,100115258,δ’,and,18
284,100115259,ὅ,he,18
285,100115260,γε,indeed,18
286,100115261,κόψατο,struck,18
287,100115262,χερσὶν,with hands,18
288,100115263,ὑψόσ’,upwards,18
289,100115264,ἀνασχόμενος,holding up,18
290,100115265,",",",",18
291,100115266,μέγα,loudly,18
292,100115267,δ’,and,18
293,100115268,οἰμώξας,shouting loudly,18
294,100115269,ἐγεγώνει,cried aloud,18
295,100115270,λισσόμενος,begging,18
296,100115271,φίλον,beloved,18
