,greek_id,english_word,sent_id,greek_word
0,100168152,Alcinous,2179,Ἀλκίνοε
1,100168153,mightiest,2179,κρεῖον
2,100168155,all,2179,πάντων
3,100168156,excellent,2179,ἀριδείκετε
4,100168157,peoples,2179,λαῶν
5,100168159,is,2179,ἦ
6,100168160,you,2179,τοι
7,100168161,not,2179,μὲν
8,100168162,this,2179,τόδε
9,100168163,good,2179,καλὸν
10,100168164,hear,2179,ἀκουέμεν
11,100168166,bard,2179,ἀοιδοῦ
12,100168167,such,2179,τοιοῦδ’
13,100168168,this,2179,οἷος
14,100168169,one,2179,ὅδ’
15,100168170,is,2179,ἐστί
16,100168172,god,2179,θεοῖς
17,100168173,like,2179,ἐναλίγκιος
18,100168174,voice,2179,αὐδήν
19,100168177,For,2180,γὰρ
20,100168178,I,2180,ἐγώ
21,100168176,not,2180,οὐ
22,100168181,say,2180,φημι
23,100168182,end,2180,τέλος
24,100168183,pleasant,2180,χαριέστερον
25,100168184,to be,2180,εἶναι
26,100168185,than,2180,ἢ
27,100168186,when,2180,ὅτ’
28,100168187,joy,2180,ἐυφροσύνη
29,100168189,holds,2180,ἔχῃ
30,100168190,over,2180,κάτα
31,100168191,people,2180,δῆμον
32,100168192,whole,2180,ἅπαντα
33,100168194,guests,2180,δαιτυμόνες
34,100168198,listen,2180,ἀκουάζωνται
35,100168196,in,2180,ἀνὰ
36,100168197,halls,2180,δώματ’
37,100168199,singer,2180,ἀοιδοῦ
38,100168200,sitting,2180,ἥμενοι
39,100168201,beside,2180,ἑξείης
40,100168205,are,2180,πλήθωσι
41,100168206,piled,2180,τράπεζαι
42,100168207,grain,2180,σίτου
43,100168209,meat,2180,κρειῶν
44,100168211,wine,2180,μέθυ
45,100168213,from,2180,ἐκ
46,100168214,mixing-bowl,2180,κρητῆρος
47,100168215,draws,2180,ἀφύσσων
48,100168216,wine-pourer,2180,οἰνοχόος
49,100168217,carries,2180,φορέῃσι
50,100168219,pours,2180,ἐγχείῃ
51,100168220,cups,2180,δεπάεσσι
52,100168222,This,2181,τοῦτό
53,100168228,seems,2181,εἴδεται
54,100168224,to me,2181,μοι
55,100168225,finest,2181,κάλλιστον
56,100168223,thing,2181,τί
57,100168229,to be,2181,εἶναι
58,100168226,in,2181,ἐνὶ
59,100168227,heart,2181,φρεσὶν
60,100168231,you,2182,σοὶ
61,100168233,my,2182,ἐμὰ
62,100168235,heart,2182,θυμὸς
63,100168236,entrusted,2182,ἐπετράπετο
64,100168237,lamenting,2182,στονόεντα
65,100168238,find,2182,εἴρεσθ’
66,100168240,that,2182,ὄφρ’
67,100168241,still,2182,ἔτι
68,100168242,more,2182,μᾶλλον
69,100168243,lamenting,2182,ὀδυρόμενος
70,100168244,groaning,2182,στεναχίζω
71,100168244,continue,2182,στεναχίζω
72,100168246,What,2183,τί
73,100168247,first,2183,πρῶτόν
74,100168251,what,2183,τί
75,100168253,last,2183,ὑστάτιον
76,100168254,recount,2183,καταλέξω
77,100168256,sorrows,2184,κήδε’
78,100168257,for,2184,ἐπεί
79,100168258,me,2184,μοι
80,100168259,many,2184,πολλὰ
81,100168260,gave,2184,δόσαν
82,100168261,gods,2184,θεοὶ
83,100168262,heavenly,2184,Οὐρανίωνες
84,100168264,Now,2185,νῦν
85,100168265,however,2185,δ’
86,100168268,tell,2185,μυθήσομαι
87,100168266,name,2185,ὄνομα
88,100168267,first,2185,πρῶτον
89,100168270,so,2185,ὄφρα
90,100168271,too,2185,καὶ
91,100168272,you,2185,ὑμεῖς
92,100168273,know,2185,εἴδετ’
93,100168275,I,2185,ἐγὼ
94,100168276,for my part,2185,δ’
95,100168277,shall,2185,ἂν
96,100168278,later,2185,ἔπειτα
97,100168279,having escaped,2185,φυγὼν
98,100168280,cruel,2185,ὕπο
99,100168281,day,2185,νηλεὲς
100,100168283,to you,2185,ὑμῖν
101,100168284,guest-friend,2185,ξεῖνος
102,100168285,be,2185,ἔω
103,100168287,far,2185,ἀπόπροθι
104,100168288,house,2185,δώματα
105,100168289,dwell,2185,ναίων
106,100168291,I,2186,εἴμ’
107,100168291,am,2186,εἴμ’
108,100168292,Odysseus,2186,Ὀδυσεὺς
109,100168293,son,2186,Λαερτιάδης
110,100168293,of,2186,Λαερτιάδης
111,100168293,Laertes,2186,Λαερτιάδης
112,100168295,who,2186,ὃς
113,100168295,is,2186,ὃς
114,100168295,a,2186,ὃς
115,100168295,source,2186,ὃς
116,100168296,all,2186,πᾶσι
117,100168296,their,2186,πᾶσι
118,100168297,crafty,2186,δόλοισιν
119,100168297,devices,2186,δόλοισιν
120,100168298,men,2186,ἀνθρώποισι
121,100168299,care,2186,μέλω
122,100168301,and,2186,καί
123,100168302,my,2186,μευ
124,100168303,fame,2186,κλέος
125,100168305,reaches,2186,ἵκει
126,100168304,to,2186,οὐρανὸν
127,100168304,the,2186,οὐρανὸν
128,100168304,sky,2186,οὐρανὸν
129,100168307,dwell,2187,ναιετάω
130,100168308,I,2187,δ’
131,100168309,Ithaca,2187,Ἰθάκην
132,100168310,fair-haired,2187,ἐυδείελον
133,100168312,on,2188,ἐν
134,100168313,And,2188,δ’
135,100168314,mountain,2188,ὄρος
136,100168315,this,2188,αὐτῇ
137,100168316,Neriton,2188,Νήριτον
138,100168317,verdant,2188,εἰνοσίφυλλον
139,100168319,fair,2188,ἀριπρεπές
140,100168321,around,2189,ἀμφὶ
141,100168322,And,2189,δὲ
142,100168323,islands,2189,νῆσοι
143,100168324,many,2189,πολλαὶ
144,100168325,dwell,2189,ναιετάουσι
145,100168326,close,2189,μάλα
146,100168327,close,2189,σχεδὸν
147,100168328,one,2189,ἀλλήλῃσι
148,100168330,Dulichium,2189,Δουλίχιόν
149,100168331,and,2189,τε
150,100168332,Same,2189,Σάμη
151,100168333,and,2189,τε
152,100168334,and,2189,καὶ
153,100168335,wooded,2189,ὑλήεσσα
154,100168336,Zacynthus,2189,Ζάκυνθος
155,100168338,This,2190,αὐτὴ
156,100168339,one,2190,δὲ
157,100168340,low,2190,χθαμαλὴ
158,100168341,high,2190,πανυπερτάτη
159,100168342,upon,2190,εἰν
160,100168343,the,2190,ἁλὶ
161,100168344,lies,2190,κεῖται
162,100168345,facing,2190,πρὸς
163,100168346,the,2190,ζόφον
164,100168348,those,2190,αἱ
165,100168349,but,2190,δέ
166,100168351,outside,2190,ἄνευθε
167,100168352,facing,2190,πρὸς
168,100168353,the,2190,ἠῶ
169,100168355,sun,2190,ἠέλιόν
170,100168358,rugged,2190,τρηχεῖ’
171,100168360,yet,2190,ἀλλ’
172,100168361,a,2190,ἀγαθὴ
173,100168362,nurse,2190,κουροτρόφος
174,100168364,No,2191,οὔ
175,100168365,than,2191,τοι
176,100168366,I,2191,ἐγώ
177,100168370,can,2191,δύναμαι
178,100168371,sweeter,2191,γλυκερώτερον
179,100168372,nothing,2191,ἄλλο
180,100168373,see,2191,ἰδέσθαι
181,100168368,this,2191,ἧς
182,100168369,land,2191,γαίης
183,100168376,Indeed,2192,μέν
184,100168377,me,2192,μ’
185,100168378,there,2192,αὐτόθ’
186,100168379,kept,2192,ἔρυκε
187,100168380,Calypso,2192,Καλυψώ
188,100168382,one,2192,δῖα
189,100168383,of the goddesses,2192,θεάων
190,100168385,in,2192,ἐν
191,100168386,caves,2192,σπέσσι
192,100168387,hollow,2192,γλαφυροῖσι
193,100168389,longing,2192,λιλαιομένη
194,100168390,husband,2192,πόσιν
195,100168391,to be,2192,εἶναι
196,100168393,Just,2193,ὣς
197,100168394,so,2193,δ’
198,100168395,so,2193,αὔτως
199,100168396,Circe,2193,Κίρκη
200,100168401,deceitful,2193,δολόεσσα
201,100168398,in,2193,ἐν
202,100168399,halls,2193,μεγάροισιν
203,100168397,destroying,2193,κατερήτυεν
204,100168403,wishing,2193,λιλαιομένη
205,100168404,husband,2193,πόσιν
206,100168405,be,2193,εἶναι
207,100168407,But,2194,ἀλλ’
208,100168408,my,2194,ἐμὸν
209,100168411,heart,2194,θυμὸν
210,100168409,never,2194,οὔ
211,100168410,ever,2194,ποτε
212,100168414,persuaded,2194,ἔπειθον
213,100168412,in,2194,ἐνὶ
214,100168413,breast,2194,στήθεσσιν
215,100168416,For,2195,ὣς
216,100168417,nothing,2195,οὐδὲν
217,100168418,sweeter,2195,γλύκιον
218,100168419,one's,2195,ἧς
219,100168420,own,2195,πατρίδος
220,100168420,country,2195,πατρίδος
221,100168421,not,2195,οὐ
222,100168422,and,2195,-δὲ
223,100168423,parents,2195,τοκήων
224,100168424,is,2195,γίγνεται
225,100168426,if,2195,εἴ
226,100168427,even,2195,περ
227,100168428,even,2195,καί
228,100168429,someone,2195,τις
229,100168430,away,2195,ἀπόπροθι
230,100168431,fertile,2195,πίονα
231,100168432,home,2195,οἶκον
232,100168433,land,2195,γαίῃ
233,100168434,in,2195,ἐν
234,100168435,foreign,2195,ἀλλοδαπῇ
235,100168436,lives,2195,ναίει
236,100168437,separated,2195,ἀπάνευθε
237,100168438,his,2195,τοκήων
238,100168438,parents,2195,τοκήων
239,100168442,Come,2196,ἄγε
240,100168443,now,2196,τοι
241,100168448,I,2196,ἐνίσπω
242,100168444,also,2196,καὶ
243,100168448,tell,2196,ἐνίσπω
244,100168443,you,2196,τοι
245,100168446,my,2196,ἐμὸν
246,100168445,return,2196,νόστον
247,100168447,sorrowful,2196,πολυκηδέ’
248,100168450,which,2196,ὅν
249,100168452,Zeus,2196,Ζεὺς
250,100168453,granted,2196,ἐφέηκεν
251,100168451,to me,2196,μοι
252,100168456,journeyed,2196,ἰόντι
253,100168454,away,2196,ἀπὸ
254,100168455,from Troy,2196,Τροίηθεν
255,100168461,The wind,2197,ἄνεμος
256,100168460,carrying,2197,φέρων
257,100168459,me,2197,με
258,100168458,from Ilios,2197,Ἰλιόθεν
259,100168463,brought me,2197,πέλασσεν
260,100168459,me,2197,με
261,100168462,to the Cicones,2197,Κικόνεσσι
262,100168465,to Ismarus,2197,Ἰσμάρῳ
263,100168467,There,2198,ἔνθα
264,100168468,and,2198,δ’
265,100168469,I,2198,ἐγὼ
266,100168470,city,2198,πόλιν
267,100168471,sacked,2198,ἔπραθον
268,100168473,destroyed,2198,ὤλεσα
269,100168474,and,2198,δ’
270,100168475,them,2198,αὐτούς
271,100168477,from,2199,ἐκ
272,100168478,city,2199,πόλιος
273,100168479,and,2199,δ’
274,100168480,wives,2199,ἀλόχους
275,100168481,and,2199,καὶ
276,100168482,possessions,2199,κτήματα
277,100168483,many,2199,πολλὰ
278,100168484,Having taken,2199,λαβόντες
279,100168485,share,2199,δασσάμεθ’
280,100168487,so that,2199,ὡς
281,100168488,no,2199,μή
282,100168489,one,2199,τίς
283,100168490,me,2199,μοι
284,100168491,going about,2199,ἀτεμβόμενος
285,100168492,come,2199,κίοι
286,100168493,unbalanced,2199,ἴσης
287,100168495,There,2200,ἔνθ’
288,100168496,indeed,2200,ἦ
289,100168497,me,2200,τοι
290,100168499,I,2200,ἐγὼ
291,100168500,urged,2200,διερῷ
292,100168501,with,2200,ποδὶ
293,100168502,feet,2200,φευγέμεν
294,100168503,to flee,2200,ἡμέας
295,100168504,flee,2200,ἠνώγεα
296,100168506,those,2200,τοὶ
297,100168507,but,2200,δὲ
298,100168508,great,2200,μέγα
299,100168509,fools,2200,νήπιοι
300,100168510,did not,2200,οὐκ
301,100168511,obey,2200,ἐπίθοντο
302,100168513,There,2201,ἔνθα
303,100168514,",",2201,δὲ
304,100168515,much,2201,πολλὸν
305,100168516,,2201,μὲν
306,100168517,wine,2201,μέθυ
307,100168518,was being drunk,2201,πίνετο
308,100168519,",",2201,","
309,100168520,many,2201,πολλὰ
310,100168521,and,2201,δὲ
311,100168522,sheep,2201,μῆλα
312,100168523,were being slaughtered,2201,ἔσφαζον
313,100168524,beside,2201,παρὰ
314,100168525,the shore,2201,θῖνα
315,100168526,and,2201,καὶ
316,100168527,coiled-horned,2201,εἰλίποδας
317,100168528,,2201,ἕλικας
318,100168529,oxen,2201,βοῦς
319,100168531,Meanwhile,2202,τόφρα
320,100168532,",",2202,δ’
321,100168534,departing,2202,οἰχόμενοι
322,100168535,the Cicones,2202,Κίκονες
323,100168537,shouting,2202,γεγώνευν
324,100168539,who,2202,οἵ
325,100168540,their,2202,σφιν
326,100168541,neighbors,2202,γείτονες
327,100168542,were,2202,ἦσαν
328,100168544,at the same time,2202,ἅμα
329,100168545,more numerous,2202,πλέονες
330,100168546,and,2202,καὶ
331,100168547,brave,2202,ἀρείους
332,100168550,dwelling,2202,ναίοντες
333,100168552,knowing,2202,ἐπιστάμενοι
334,100168554,from,2202,ἀφ’
335,100168555,horses,2202,ἵππων
336,100168556,men,2202,ἀνδράσι
337,100168557,fight,2202,μάρνασθαι
338,100168559,where,2202,ὅθι
339,100168560,necessary,2202,χρὴ
340,100168561,foot-soldiers,2202,πεζὸν
341,100168564,came,2203,ἦλθον
342,100168565,come,2203,ἔπειθ’
343,100168566,as,2203,ὅσα
344,100168567,leaves,2203,φύλλα
345,100168568,and,2203,καὶ
346,100168569,flowers,2203,ἄνθεα
347,100168570,come,2203,γίγνεται
348,100168571,in,2203,ὥρῃ
349,100168573,woolly,2203,ἠέριοι
350,100168575,Then,2204,τότε
351,100168576,indeed,2204,δή
352,100168577,the,2204,ῥα
353,100168578,evil,2204,κακὴ
354,100168579,Zeus,2204,Διὸς
355,100168580,fate,2204,αἶσα
356,100168581,stood,2204,παρέστη
357,100168582,us,2204,ἡμῖν
358,100168583,doomed,2204,αἰνομόροισιν
359,100168585,so,2204,ἵν’
360,100168586,pains,2204,ἄλγεα
361,100168587,many,2204,πολλὰ
362,100168588,suffer,2204,πάθοιμεν
363,100168590,Having stationed,2205,στησάμενοι
364,100168591,,2205,δ’
365,100168592,engaged,2205,ἐμάχοντο
366,100168593,battle,2205,μάχην
367,100168594,by,2205,παρὰ
368,100168595,ships,2205,νηυσὶ
369,100168596,swift,2205,θοῇσι
370,100168598,hurled,2205,βάλλον
371,100168599,,2205,δ’
372,100168600,one another,2205,ἀλλήλους
373,100168601,bronze,2205,χαλκήρεσιν
374,100168602,spears,2205,ἐγχείῃσιν
