,greek_id,greek_word,gloss,sent_id
0,100168151,,,0
1,100168152,Ἀλκίνοε,Alcinous,0
2,100168153,κρεῖον,stronger,0
3,100168154,",",",",0
4,100168155,πάντων,of all,0
5,100168156,ἀριδείκετε,most unjust,0
6,100168157,λαῶν,of the people,0
7,100168158,",",",",0
8,100168159,ἦ,if,0
9,100168160,τοι,for you,0
10,100168161,μὲν,indeed,0
11,100168162,τόδε,this,0
12,100168163,καλὸν,beautiful,0
13,100168164,ἀκουέμεν,to hear,0
14,100168165,ἐστὶν,is,0
15,100168166,ἀοιδοῦ,bard's,0
16,100168167,τοιοῦδ',such,0
17,100168168,οἷος,such,0
18,100168169,ὅδ',such,0
19,100168170,ἐστί,is,0
20,100168171,",",",",0
21,100168172,θεοῖς,gods,0
22,100168173,ἐναλίγκιος,like to a sea-god,0
23,100168174,αὐδήν,voice,0
24,100168175,.,.,0
25,100168176,οὐ,not,1
26,100168177,γὰρ,for,1
27,100168178,ἐγώ,I,1
28,100168179,γέ,indeed,1
29,100168180,τί,any,1
30,100168181,φημι,say,1
31,100168182,τέλος,end,1
32,100168183,χαριέστερον,most pleasant,1
33,100168184,εἶναι,to be,1
34,100168185,ἢ,than,1
35,100168186,ὅτ’,when,1
36,100168187,ἐυφροσύνη,cheerfulness,1
37,100168188,μὲν,indeed,1
38,100168189,ἔχῃ,hold,1
39,100168190,κάτα,throughout,1
40,100168191,δῆμον,people,1
41,100168192,ἅπαντα,all,1
42,100168193,",",",",1
43,100168194,δαιτυμόνες,guests,1
44,100168195,δ’,but,1
45,100168196,ἀνὰ,in,1
46,100168197,δώματ’,houses,1
47,100168198,ἀκουάζωνται,they listen,1
48,100168199,ἀοιδοῦ,the bard,1
49,100168200,ἥμενοι,sitting,1
50,100168201,ἑξείης,continuously,1
51,100168202,",",",",1
52,100168203,παρὰ,along,1
53,100168204,δὲ,and,1
54,100168205,πλήθωσι,are filled,1
55,100168206,τράπεζαι,tables,1
56,100168207,σίτου,of grain,1
57,100168208,καὶ,and,1
58,100168209,κρειῶν,meats,1
59,100168210,",",",",1
60,100168211,μέθυ,wine,1
61,100168212,δ’,and,1
62,100168213,ἐκ,from,1
63,100168214,κρητῆρος,of the krater,1
64,100168215,ἀφύσσων,pouring,1
65,100168216,οἰνοχόος,cupbearer,1
66,100168217,φορέῃσι,carries,1
67,100168218,καὶ,and,1
68,100168219,ἐγχείῃ,pours,1
69,100168220,δεπάεσσι,cups,1
70,100168221,.,.,1
71,100168222,τοῦτό,this,2
72,100168223,τί,to some extent,2
73,100168224,μοι,to me,2
74,100168225,κάλλιστον,most beautiful,2
75,100168226,ἐνὶ,in,2
76,100168227,φρεσὶν,minds,2
77,100168228,εἴδεται,it seems,2
78,100168229,εἶναι,to be,2
79,100168230,.,.,2
80,100168231,σοὶ,to you,3
81,100168232,δ’,but,3
82,100168233,ἐμὰ,my,3
83,100168234,κήδεα,sorrows,3
84,100168235,θυμὸς,heart,3
85,100168236,ἐπετράπετο,was entrusted,3
86,100168237,στονόεντα,lamenting,3
87,100168238,εἴρεσθ’,to seek,3
88,100168239,",",",",3
89,100168240,ὄφρ’,so that,3
90,100168241,ἔτι,still,3
91,100168242,μᾶλλον,more,3
92,100168243,ὀδυρόμενος,lamenting,3
93,100168244,στεναχίζω,I groan,3
94,100168245,.,.,3
95,100168246,τί,what,4
96,100168247,πρῶτόν,first,4
97,100168248,τοι,to you,4
98,100168249,ἔπειτα,afterwards,4
99,100168250,",",",",4
100,100168251,τί,what,4
101,100168252,δ’,and,4
102,100168253,ὑστάτιον,last,4
103,100168254,καταλέξω,I shall recount in full,4
104,100168255,;,?,4
105,100168256,κήδε’,sorrows,5
106,100168257,ἐπεί,since,5
107,100168258,μοι,to me,5
108,100168259,πολλὰ,many,5
109,100168260,δόσαν,gave,5
110,100168261,θεοὶ,gods,5
111,100168262,Οὐρανίωνες,celestial,5
112,100168263,.,.,5
113,100168264,νῦν,now,6
114,100168265,δ’,but,6
115,100168266,ὄνομα,name,6
116,100168267,πρῶτον,first,6
117,100168268,μυθήσομαι,will tell,6
118,100168269,",",",",6
119,100168270,ὄφρα,so that,6
120,100168271,καὶ,even,6
121,100168272,ὑμεῖς,you,6
122,100168273,εἴδετ’,you know,6
123,100168274,",",",",6
124,100168275,ἐγὼ,I,6
125,100168276,δ’,and,6
126,100168277,ἂν,would,6
127,100168278,ἔπειτα,afterwards,6
128,100168279,φυγὼν,having escaped,6
129,100168280,ὕπο,under,6
130,100168281,νηλεὲς,pitiless,6
131,100168282,ἦμαρ,day,6
132,100168283,ὑμῖν,to you,6
133,100168284,ξεῖνος,guest,6
134,100168285,ἔω,I shall be,6
135,100168286,καὶ,and,6
136,100168287,ἀπόπροθι,far,6
137,100168288,δώματα,houses,6
138,100168289,ναίων,dwelling,6
139,100168290,.,.,6
140,100168291,εἴμ',am,7
141,100168292,Ὀδυσεὺς,Odysseus,7
142,100168293,Λαερτιάδης,son of Laertes,7
143,100168294,",",",",7
144,100168295,ὃς,who,7
145,100168296,πᾶσι,all,7
146,100168297,δόλοισιν,with all kinds of tricks,7
147,100168298,ἀνθρώποισι,men,7
148,100168299,μέλω,care for,7
149,100168300,",",",",7
150,100168301,καί,and,7
151,100168302,μευ,my,7
152,100168303,κλέος,fame,7
153,100168304,οὐρανὸν,sky,7
154,100168305,ἵκει,reaches,7
155,100168306,.,.,7
156,100168307,ναιετάω,dwell,8
157,100168308,δ’,and,8
158,100168309,Ἰθάκην,Ithaca,8
159,100168310,ἐυδείελον,well-walled,8
160,100168311,.,.,8
161,100168312,ἐν,in,9
162,100168313,δ’,but,9
163,100168314,ὄρος,mountain,9
164,100168315,αὐτῇ,itself,9
165,100168316,Νήριτον,Neriton,9
166,100168317,εἰνοσίφυλλον,shaker-of-earth,9
167,100168318,",",",",9
168,100168319,ἀριπρεπές,beautiful,9
169,100168320,.,.,9
170,100168321,ἀμφὶ,around,10
171,100168322,δὲ,and,10
172,100168323,νῆσοι,islands,10
173,100168324,πολλαὶ,many,10
174,100168325,ναιετάουσι,dwell,10
175,100168326,μάλα,very,10
176,100168327,σχεδὸν,nearly,10
177,100168328,ἀλλήλῃσι,each other,10
178,100168329,",",",",10
179,100168330,Δουλίχιόν,Dulichium,10
180,100168331,τε,and,10
181,100168332,Σάμη,Samos,10
182,100168333,τε,and,10
183,100168334,καὶ,and,10
184,100168335,ὑλήεσσα,woody,10
185,100168336,Ζάκυνθος,Zakynthos,10
186,100168337,.,.,10
187,100168338,αὐτὴ,this,11
188,100168339,δὲ,and,11
189,100168340,χθαμαλὴ,low,11
190,100168341,πανυπερτάτη,most high,11
191,100168342,εἰν,in,11
192,100168343,ἁλὶ,sea,11
193,100168344,κεῖται,lies,11
194,100168345,πρὸς,towards,11
195,100168346,ζόφον,darkness,11
196,100168347,",",",",11
197,100168348,αἱ,those,11
198,100168349,δέ,but,11
199,100168350,τ’,and,11
200,100168351,ἄνευθε,away,11
201,100168352,πρὸς,towards,11
202,100168353,ἠῶ,dawn,11
203,100168354,τ’,and,11
204,100168355,ἠέλιόν,sun,11
205,100168356,τε,and,11
206,100168357,",",",",11
207,100168358,τρηχεῖ',rough,11
208,100168359,",",",",11
209,100168360,ἀλλ’,but,11
210,100168361,ἀγαθὴ,good,11
211,100168362,κουροτρόφος,child-rearing,11
212,100168363,.,.,11
213,100168364,οὔ,not,12
214,100168365,τοι,to you,12
215,100168366,ἐγώ,I,12
216,100168367,γε,indeed,12
217,100168368,ἧς,this,12
218,100168369,γαίης,of the land,12
219,100168370,δύναμαι,I am able,12
220,100168371,γλυκερώτερον,sweeter,12
221,100168372,ἄλλο,another,12
222,100168373,ἰδέσθαι,to see,12
223,100168374,.,.,12
224,100168375,ἦ,and,13
225,100168376,μέν,indeed,13
226,100168377,μ’,me,13
227,100168378,αὐτόθ’,there,13
228,100168379,ἔρυκε,kept,13
229,100168380,Καλυψώ,Calypso,13
230,100168381,",",",",13
231,100168382,δῖα,among,13
232,100168383,θεάων,of goddesses,13
233,100168384,",",",",13
234,100168385,ἐν,in,13
235,100168386,σπέσσι,caves,13
236,100168387,γλαφυροῖσι,hollow,13
237,100168388,",",",",13
238,100168389,λιλαιομένη,desiring,13
239,100168390,πόσιν,husband,13
240,100168391,εἶναι,to be,13
241,100168392,.,.,13
242,100168393,ὣς,thus,14
243,100168394,δ’,and,14
244,100168395,αὔτως,thus,14
245,100168396,Κίρκη,Circe,14
246,100168397,κατερήτυεν,was destroying,14
247,100168398,ἐν,in,14
248,100168399,μεγάροισιν,halls,14
249,100168400,Αἰαίη,Aeaea,14
250,100168401,δολόεσσα,deceitful,14
251,100168402,",",",",14
252,100168403,λιλαιομένη,desiring,14
253,100168404,πόσιν,husband,14
254,100168405,εἶναι,to be,14
255,100168406,.,.,14
256,100168407,ἀλλ’,but,15
257,100168408,ἐμὸν,my,15
258,100168409,οὔ,not,15
259,100168410,ποτε,ever,15
260,100168411,θυμὸν,heart,15
261,100168412,ἐνὶ,in,15
262,100168413,στήθεσσιν,breasts,15
263,100168414,ἔπειθον,I persuaded,15
264,100168415,.,.,15
265,100168416,ὣς,so,16
266,100168417,οὐδὲν,nothing,16
267,100168418,γλύκιον,sweeter,16
268,100168419,ἧς,her,16
269,100168420,πατρίδος,native land,16
270,100168421,οὐ,not,16
271,100168422,-δὲ,and,16
272,100168423,τοκήων,of parents,16
273,100168424,γίγνεται,comes to be,16
274,100168425,",",",",16
275,100168426,εἴ,if,16
276,100168427,περ,even,16
277,100168428,καί,even,16
278,100168429,τις,someone,16
279,100168430,ἀπόπροθι,far away,16
280,100168431,πίονα,fertile,16
281,100168432,οἶκον,house,16
282,100168433,γαίῃ,land,16
283,100168434,ἐν,in,16
284,100168435,ἀλλοδαπῇ,foreign,16
285,100168436,ναίει,dwells,16
