,greek_id,greek_word,gloss,sent_id
0,102426909,περὶ,of,0
1,102426910,πολλοῦ,much,0
2,102426911,ἂν,would,0
3,102426912,ποιησαίμην,I would do,0
4,102426913,",",",",0
5,102426914,ὦ,O,0
6,102426915,ἄνδρες,men,0
7,102426916,",",",",0
8,102426917,τὸ,the,0
9,102426918,τοιούτους,such,0
10,102426919,ὑμᾶς,you,0
11,102426920,ἐμοὶ,my,0
12,102426921,δικαστὰς,judges,0
13,102426922,περὶ,concerning,0
14,102426923,τούτου,of this,0
15,102426924,τοῦ,the,0
16,102426925,πράγματος,matter,0
17,102426926,γενέσθαι,to become,0
18,102426927,",",",",0
19,102426928,οἷοίπερ,such as,0
20,102426929,ἂν,would,0
21,102426930,ὑμῖν,to you,0
22,102426931,αὐτοῖς,yourselves,0
23,102426932,εἴητε,you were,0
24,102426933,τοιαῦτα,such things,0
25,102426934,πεπονθότες,having suffered,0
26,102426935,.,.,0
27,102426936,εὖ,well,1
28,102426937,γὰρ,for,1
29,102426938,οἶδ’,know,1
30,102426939,ὅτι,that,1
31,102426940,",",",",1
32,102426941,εἰ,if,1
33,102426942,τὴν,the,1
34,102426943,αὐτὴν,same,1
35,102426944,γνώμην,opinion,1
36,102426945,περὶ,about,1
37,102426946,τῶν,of the,1
38,102426947,ἄλλων,others,1
39,102426948,ἔχοιτε,you had,1
40,102426949,",",",",1
41,102426950,ἥνπερ,such as,1
42,102426951,περὶ,about,1
43,102426952,ὑμῶν,of you,1
44,102426953,αὐτῶν,your,1
45,102426954,",",",",1
46,102426955,οὐκ,not,1
47,102426956,ἂν,would,1
48,102426957,εἴη,would be,1
49,102426958,.,.,1
50,102426959,ὅστις,whoever,2
51,102426960,οὐκ,not,2
52,102426961,ἐπὶ,on,2
53,102426962,τοῖς,the,2
54,102426963,γεγενημένοις,things that have happened,2
55,102426964,ἀγανακτοίη,were angry,2
56,102426965,",",",",2
57,102426966,ἀλλὰ,but,2
58,102426967,πάντες,everyone,2
59,102426968,ἂν,would,2
60,102426969,περὶ,about,2
61,102426970,τῶν,of the,2
62,102426971,τὰ,those,2
63,102426972,τοιαῦτα,such things,2
64,102426973,ἐπιτηδευόντων,of those pursuing,2
65,102426974,τὰς,the,2
66,102426975,ζημίας,penalties,2
67,102426976,μικρὰς,small,2
68,102426977,ἡγοῖσθε,would consider,2
69,102426978,.,.,2
70,102426979,καὶ,and,3
71,102426980,ταῦτα,these things,3
72,102426981,οὐκ,not,3
73,102426982,ἂν,would,3
74,102426983,εἴη,would be,3
75,102426984,μόνον,only,3
76,102426985,παρ’,among,3
77,102426986,ὑμῖν,you,3
78,102426987,οὕτως,thus,3
79,102426988,ἐγνωσμένα,known,3
80,102426989,",",",",3
81,102426990,ἀλλ’,but,3
82,102426991,ἐν,in,3
83,102426992,ἁπάσῃ,whole,3
84,102426993,τῇ,the,3
85,102426994,Ἑλλάδι,Greece,3
86,102426995,.,.,3
87,102426996,περὶ,about,4
88,102426997,τούτου,this,4
89,102426998,γὰρ,for,4
90,102426999,μόνου,only,4
91,102427000,τοῦ,the,4
92,102427001,ἀδικήματος,crime,4
93,102427002,καὶ,and,4
94,102427003,ἐν,in,4
95,102427004,δημοκρατίᾳ,in a democracy,4
96,102427005,καὶ,and,4
97,102427006,ὀλιγαρχίᾳ,oligarchy,4
98,102427007,ἡ,the,4
99,102427008,αὐτὴ,the same,4
100,102427009,τιμωρία,punishment,4
101,102427010,τοῖς,to,4
102,102427011,ἀσθενεστάτοις,the weakest,4
103,102427012,πρὸς,towards,4
104,102427013,τοὺς,the,4
105,102427014,τὰ,the,4
106,102427015,μέγιστα,the greatest,4
107,102427016,δυναμένους,powerful,4
108,102427017,ἀποδέδοται,has been assigned,4
109,102427018,",",",",4
110,102427019,ὥστε,so that,4
111,102427020,τὸν,the,4
112,102427021,χείριστον,worst,4
113,102427022,τῶν,of the,4
114,102427023,αὐτῶν,of them,4
115,102427024,τυγχάνειν,to happen,4
116,102427025,τῷ,the,4
117,102427026,βελτίστῳ,to the best,4
118,102427027,.,.,4
119,102427028,οὕτως,thus,5
120,102427029,",",",",5
121,102427030,ὦ,O,5
122,102427031,ἄνδρες,men,5
123,102427032,",",",",5
124,102427033,ταύτην,this,5
125,102427034,τὴν,the,5
126,102427035,ὕβριν,insolence,5
127,102427036,ἅπαντες,all,5
128,102427037,ἄνθρωποι,people,5
129,102427038,δεινοτάτην,most terrible,5
130,102427039,ἡγοῦνται,consider,5
131,102427040,.,.,5
132,102427041,περὶ,about,6
133,102427042,μὲν,indeed,6
134,102427043,οὖν,then,6
135,102427044,τοῦ,of the,6
136,102427045,μεγέθους,size,6
137,102427046,τῆς,the,6
138,102427047,ζημίας,of punishment,6
139,102427048,ἅπαντας,all,6
140,102427049,ὑμᾶς,you,6
141,102427050,νομίζω,I think,6
142,102427051,τὴν,the,6
143,102427052,αὐτὴν,the same,6
144,102427053,διάνοιαν,mind,6
145,102427054,ἔχειν,to have,6
146,102427055,",",",",6
147,102427056,καὶ,and,6
148,102427057,οὐδένα,not one,6
149,102427058,οὕτως,thus,6
150,102427059,ὀλιγώρως,contemptuously,6
151,102427060,διακεῖσθαι,to be disposed,6
152,102427061,",",",",6
153,102427062,ὅστις,anyone,6
154,102427063,οἴεται,thinks,6
155,102427064,δεῖν,to be necessary,6
156,102427065,συγγνώμης,forgiveness,6
157,102427066,τυγχάνειν,to receive,6
158,102427067,ἢ,or,6
159,102427068,μικρᾶς,of small,6
160,102427069,ζημίας,of a small penalty,6
161,102427070,ἀξίους,worthy,6
162,102427071,ἡγεῖται,thinks,6
163,102427072,τοὺς,the,6
164,102427073,τῶν,of the,6
165,102427074,τοιούτων,such,6
