,greek_id,greek_word,gloss,sent_id
0,100250832,μοῦσαι,Muses,0
1,100250833,Πιερίηθεν,from Pieria,0
2,100250834,ἀοιδῇσιν,songs,0
3,100250835,κλείουσαι,glorifying,0
4,100250836,δεῦτε,again,0
5,100250837,",",",",0
6,100250838,Δί’,Zeus,0
7,100250839,ἐννέπετε,sing,0
8,100250840,",",",",0
9,100250841,σφέτερον,their own,0
10,100250842,πατέρ’,father,0
11,100250843,ὑμνείουσαι,singing,0
12,100250844,.,.,0
13,100250845,ὅντε,when,1
14,100250846,διὰ,through,1
15,100250847,βροτοὶ,mortals,1
16,100250848,ἄνδρες,men,1
17,100250849,ὁμῶς,equally,1
18,100250850,ἄφατοί,unspeakable,1
19,100250851,τε,and,1
20,100250852,φατοί,spoken,1
21,100250853,τε,and,1
22,100250854,",",",",1
23,100250855,ῥητοί,spoken,1
24,100250856,τ’,and,1
25,100250857,ἄρρητοί,unspeakable,1
26,100250858,τε,and,1
27,100250859,Διὸς,of Zeus,1
28,100250860,μεγάλοιο,great,1
29,100250861,ἕκητι,according to the will,1
30,100250862,.,.,1
31,100250863,ῥέα,easily,2
32,100250864,μὲν,indeed,2
33,100250865,γὰρ,for,2
34,100250866,βριάει,strengthens,2
35,100250867,",",",",2
36,100250868,ῥέα,easily,2
37,100250869,δὲ,but,2
38,100250870,βριάοντα,waxing,2
39,100250871,χαλέπτει,harasses,2
40,100250872,",",",",2
41,100250873,ῥεῖα,easily,2
42,100250874,δ',but,2
43,100250875,ἀρίζηλον,excellent,2
44,100250876,μινύθει,he diminishes,2
45,100250877,καὶ,and,2
46,100250878,ἄδηλον,concealed,2
47,100250879,ἀέξει,increases,2
48,100250880,",",",",2
49,100250881,ῥεῖα,easily,2
50,100250882,δέ,but,2
51,100250883,τ’,and,2
52,100250884,ἰθύνει,straightens,2
53,100250885,σκολιὸν,crooked,2
54,100250886,καὶ,and,2
55,100250887,ἀγήνορα,manly,2
56,100250888,κάρφει,wither,2
57,100250889,Ζεὺς,Zeus,2
58,100250890,ὑψιβρεμέτης,high-thundering,2
59,100250891,",",",",2
60,100250892,ὃς,who,2
61,100250893,ὑπέρτατα,highest,2
62,100250894,δώματα,dwelling,2
63,100250895,ναίει,dwells,2
64,100250896,.,.,2
65,100250897,κλῦθι,hear,3
66,100250898,ἰδὼν,having seen,3
67,100250899,ἀίων,having passed,3
68,100250900,τε,and,3
69,100250901,",",",",3
70,100250902,δίκῃ,with justice,3
71,100250903,δ’,and,3
72,100250904,ἴθυνε,right,3
73,100250905,θέμιστας,laws,3
74,100250906,τύνη,you,3
75,100250907,.,.,3
76,100250908,ἐγὼ,I,4
77,100250909,δέ,but,4
78,100250910,κε,if,4
79,100250911,",",",",4
80,100250912,Πέρση,Perses,4
81,100250913,",",",",4
82,100250914,ἐτήτυμα,true,4
83,100250915,μυθησαίμην,I might speak,4
84,100250916,.,.,4
85,100250917,οὐκ,not,5
86,100250918,ἄρα,then,5
87,100250919,μοῦνον,alone,5
88,100250920,ἔην,was,5
89,100250921,Ἐρίδων,of Strifes,5
90,100250922,γένος,race,5
91,100250923,",",",",5
92,100250924,ἀλλ’,but,5
93,100250925,ἐπὶ,upon,5
94,100250926,γαῖαν,earth,5
95,100250927,εἰσὶ,they are,5
96,100250928,δύω,two,5
97,100250929,.,.,5
98,100250930,τὴν,her,6
99,100250931,μέν,indeed,6
100,100250932,κεν,if,6
101,100250933,ἐπαινέσσειε,would praise,6
102,100250934,νοήσας,after considering,6
103,100250935,",",",",6
104,100250936,ἣ,which,6
105,100250937,δ’,but,6
106,100250938,ἐπιμωμητή,blamed,6
107,100250939,.,.,6
108,100250940,διὰ,through,7
109,100250941,δ’,but,7
110,100250942,ἄνδιχα,oppositely,7
111,100250943,θυμὸν,spirit,7
112,100250944,ἔχουσιν,have,7
113,100250945,.,.,7
114,100250946,ἣ,she,8
115,100250947,μὲν,indeed,8
116,100250948,γὰρ,for,8
117,100250949,πόλεμόν,war,8
118,100250950,τε,and,8
119,100250951,κακὸν,bad,8
120,100250952,καὶ,and,8
121,100250953,δῆριν,strife,8
122,100250954,ὀφέλλει,increases,8
123,100250955,",",",",8
124,100250956,σχετλίη,wretched,8
125,100250957,.,.,8
126,100250958,οὔτις,no one,9
127,100250959,τήν,her,9
128,100250960,γε,indeed,9
129,100250961,φιλεῖ,loves,9
130,100250962,βροτός,mortal,9
131,100250963,",",",",9
132,100250964,ἀλλ’,but,9
133,100250965,ὑπ’,by,9
134,100250966,ἀνάγκης,necessity,9
135,100250967,ἀθανάτων,of the immortals,9
136,100250968,βουλῇσιν,plans,9
137,100250969,Ἔριν,Discord,9
138,100250970,τιμῶσι,they honor,9
139,100250971,βαρεῖαν,heavy,9
140,100250972,.,.,9
141,100250973,τὴν,the,10
142,100250974,δ’,and,10
143,100250975,ἑτέρην,another,10
144,100250976,προτέρην,the earlier,10
145,100250977,μὲν,indeed,10
146,100250978,ἐγείνατο,was born,10
147,100250979,Νὺξ,Night,10
148,100250980,ἐρεβεννή,dark,10
149,100250981,",",",",10
150,100250982,θῆκε,placed,10
151,100250983,δέ,but,10
152,100250984,μιν,her,10
153,100250985,Κρονίδης,son of Cronus,10
154,100250986,ὑψίζυγος,high-yoked,10
155,100250987,",",",",10
156,100250988,αἰθέρι,in the sky,10
157,100250989,ναίων,dwelling,10
158,100250990,",",",",10
159,100250991,γαίης,of the earth,10
160,100250992,ἐν,in,10
161,100250993,ῥίζῃσι,roots,10
162,100250994,",",",",10
163,100250995,καὶ,and,10
164,100250996,ἀνδράσι,to men,10
165,100250997,πολλὸν,much,10
166,100250998,ἀμείνω,better,10
167,100250999,.,.,10
168,100251000,ἥτε,whether,11
169,100251001,καὶ,and,11
170,100251002,ἀπάλαμόν,delicate,11
171,100251003,περ,even,11
172,100251004,ὁμῶς,nevertheless,11
173,100251005,ἐπὶ,to,11
174,100251006,ἔργον,work,11
175,100251007,ἔγειρεν,he raised,11
176,100251008,.,.,11
177,100251009,εἰς,into,12
178,100251010,ἕτερον,other,12
179,100251011,γάρ,for,12
180,100251012,τίς,someone,12
181,100251013,τε,and,12
182,100251014,ἰδὼν,having seen,12
183,100251015,ἔργοιο,of work,12
184,100251016,χατίζει,he is ruined,12
185,100251017,πλούσιον,rich,12
186,100251018,",",",",12
187,100251019,ὃς,who,12
188,100251020,σπεύδει,hastens,12
189,100251021,μὲν,on the one hand,12
190,100251022,ἀρώμεναι,to harvest,12
