,greek_id,greek_word,gloss,sent_id
0,110146213,ἐν,in,0
1,110146214,ἀρχῇ,beginning,0
2,110146215,ἦν,was,0
3,110146216,ὁ,the,0
4,110146217,λόγος,Word,0
5,110146218,",",",",0
6,110146219,καὶ,and,0
7,110146220,ὁ,the,0
8,110146221,λόγος,Word,0
9,110146222,ἦν,was,0
10,110146223,πρὸς,toward,0
11,110146224,τὸν,the,0
12,110146225,θεόν,God,0
13,110146226,",",",",0
14,110146227,καὶ,and,0
15,110146228,θεὸς,God,0
16,110146229,ἦν,was,0
17,110146230,ὁ,the,0
18,110146231,λόγος,Word,0
19,110146232,.,.,0
20,110146233,οὗτος,this,1
21,110146234,ἦν,was,1
22,110146235,ἐν,in,1
23,110146236,ἀρχῇ,beginning,1
24,110146237,πρὸς,toward,1
25,110146238,τὸν,the,1
26,110146239,θεόν,God,1
27,110146240,.,.,1
28,110146241,πάντα,all,2
29,110146242,δι’,through,2
30,110146243,αὐτοῦ,him,2
31,110146244,ἐγένετο,came to be,2
32,110146245,",",",",2
33,110146246,καὶ,and,2
34,110146247,χωρὶς,apart from,2
35,110146248,αὐτοῦ,him,2
36,110146249,ἐγένετο,came to be,2
37,110146250,οὐ,not,2
38,110146251,-δὲ,-not even,2
39,110146252,ἕν,anything,2
40,110146253,ὃ,which,2
41,110146254,γέγονεν,has come into being,2
42,110146255,.,.,2
43,110146256,ἐν,in,3
44,110146257,αὐτῷ,in him,3
45,110146258,ζωὴ,life,3
46,110146259,ἐστιν,is,3
47,110146260,",",",",3
48,110146261,καὶ,and,3
49,110146262,ἡ,the,3
50,110146263,ζωὴ,life,3
51,110146264,ἦν,was,3
52,110146265,τὸ,the,3
53,110146266,φῶς,light,3
54,110146267,τῶν,of the,3
55,110146268,ἀνθρώπων,of men,3
56,110146269,.,.,3
57,110146270,καὶ,and,4
58,110146271,τὸ,the,4
59,110146272,φῶς,light,4
60,110146273,ἐν,in,4
61,110146274,τῇ,the,4
62,110146275,σκοτίᾳ,darkness,4
63,110146276,φαίνει,shines,4
64,110146277,",",",",4
65,110146278,καὶ,and,4
66,110146279,ἡ,the,4
67,110146280,σκοτία,darkness,4
68,110146281,αὐτὸ,it,4
69,110146282,οὐ,not,4
70,110146283,κατέλαβεν,overcame,4
71,110146284,.,.,4
72,110146285,ἐγένετο,came to be,5
73,110146286,ἄνθρωπος,man,5
74,110146287,",",",",5
75,110146288,ἀπεσταλμένος,having been sent,5
76,110146289,παρὰ,from,5
77,110146290,θεοῦ,of God,5
78,110146291,",",",",5
79,110146292,ὄνομα,name,5
80,110146293,αὐτῷ,to him,5
81,110146294,Ἰωάννης,John,5
82,110146295,.,.,5
83,110146296,οὗτος,this,6
84,110146297,ἦλθεν,came,6
85,110146298,εἰς,into,6
86,110146299,μαρτυρίαν,testimony,6
87,110146300,",",",",6
88,110146301,ἵνα,in order that,6
89,110146302,μαρτυρήσῃ,testify,6
90,110146303,περὶ,concerning,6
91,110146304,τοῦ,of the,6
92,110146305,φωτός,light,6
93,110146306,",",",",6
94,110146307,ἵνα,so that,6
95,110146308,πάντες,all,6
96,110146309,πιστεύσωσιν,believe,6
97,110146310,δι’,through,6
98,110146311,αὐτοῦ,him,6
99,110146312,.,.,6
100,110146313,οὐκ,not,7
101,110146314,ἦν,was,7
102,110146315,ἐκεῖνος,that one,7
103,110146316,τὸ,the,7
104,110146317,φῶς,light,7
105,110146318,",",",",7
106,110146319,ἀλλ’,but,7
107,110146320,ἵνα,so that,7
108,110146321,μαρτυρήσῃ,testify,7
109,110146322,περὶ,about,7
110,110146323,τοῦ,of the,7
111,110146324,φωτός,of the light,7
112,110146325,.,.,7
113,110146326,ἦν,was,8
114,110146327,τὸ,the,8
115,110146328,φῶς,light,8
116,110146329,τὸ,the,8
117,110146330,ἀληθινόν,true,8
118,110146331,",",",",8
119,110146332,ὃ,who,8
120,110146333,φωτίζει,illuminates,8
121,110146334,πάντα,every,8
122,110146335,ἄνθρωπον,human being,8
123,110146336,",",",",8
124,110146337,ἐρχόμενον,coming,8
125,110146338,εἰς,into,8
126,110146339,τὸν,the,8
127,110146340,κόσμον,world,8
128,110146341,.,.,8
129,110146342,ἐν,in,9
130,110146343,τῷ,the,9
131,110146344,κόσμῳ,world,9
132,110146345,ἦν,was,9
133,110146346,",",",",9
134,110146347,καὶ,and,9
135,110146348,ὁ,the,9
136,110146349,κόσμος,world,9
137,110146350,δι’,through,9
138,110146351,αὐτοῦ,him,9
139,110146352,ἐγένετο,came into being,9
140,110146353,",",",",9
141,110146354,καὶ,and,9
142,110146355,ὁ,the,9
143,110146356,κόσμος,universe,9
144,110146357,αὐτὸν,him,9
145,110146358,οὐκ,not,9
146,110146359,ἔγνω,knew,9
147,110146360,.,.,9
148,110146361,εἰς,into,10
149,110146362,τὰ,the,10
150,110146363,ἴδια,his own,10
151,110146364,ἦλθεν,came,10
152,110146365,",",",",10
153,110146366,καὶ,and,10
154,110146367,οἱ,the,10
