,greek_id,greek_word,gloss,sent_id
0,113338383,ὥσπερ,just as,0
1,113338384,τοῖς,to,0
2,113338385,ἀθλητικοῖς,athletes,0
3,113338386,καὶ,and,0
4,113338387,περὶ,about,0
5,113338388,τὴν,the,0
6,113338389,τῶν,of the,0
7,113338390,σὠμάτων,bodies,0
8,113338391,ἐπιμέλειαν,care,0
9,113338392,ἀσχολουμένοις,being occupied,0
10,113338393,οὐ,not,0
11,113338394,τῆς,of the,0
12,113338395,εὐεξίας,physical fitness,0
13,113338396,μόνον,only,0
14,113338397,οὐ,not,0
15,113338398,-δὲ,and,0
16,113338399,τῶν,of the,0
17,113338400,γυμνασίων,of the gymnasiums,0
18,113338401,φροντίς,concern,0
19,113338402,ἐστιν,is,0
20,113338403,",",",",0
21,113338404,ἀλλὰ,but,0
22,113338405,καὶ,and,0
23,113338406,τῆς,of the,0
24,113338407,κατὰ,at,0
25,113338408,καιρὸν,right,0
26,113338409,γινομένης,occurring,0
27,113338410,ἀνέσεως,of rest,0
28,113338411,—,—,0
29,113338412,μέρος,part,0
30,113338413,γοῦν,then,0
31,113338414,τῆς,of the,0
32,113338415,ἀσκήσεως,of training,0
33,113338416,τὸ,the,0
34,113338417,μέγιστον,greatest,0
35,113338418,αὐτὴν,it,0
36,113338419,ὑπολαμβάνουσιν,consider,0
37,113338420,—,—,0
38,113338421,οὕτω,so,0
39,113338422,δὴ,indeed,0
40,113338423,καὶ,and,0
41,113338424,τοῖς,to,0
42,113338425,περὶ,concerning,0
43,113338426,τοὺς,the,0
44,113338427,λόγους,discourses,0
45,113338428,ἐσπουδακόσιν,those who strive,0
46,113338429,ἡγοῦμαι,I think,0
47,113338430,προσήκειν,to belong,0
48,113338431,μετὰ,after,0
49,113338432,τὴν,the,0
50,113338433,πολλὴν,much,0
51,113338434,τῶν,of the,0
52,113338435,σπουδαιοτέρων,more serious,0
53,113338436,ἀνάγνωσιν,reading,0
54,113338437,ἀνιέναι,to relax,0
55,113338438,τε,and,0
56,113338439,τὴν,the,0
57,113338440,διάνοιαν,mind,0
58,113338441,καὶ,and,0
59,113338442,πρὸς,for,0
60,113338443,τὸν,the,0
61,113338444,ἔπειτα,subsequent,0
62,113338445,κάματον,labor,0
63,113338446,ἀκμαιοτέραν,more vigorous,0
64,113338447,παρασκευάζειν,to prepare,0
65,113338448,.,.,0
66,113338449,γένοιτο,might it happen,1
67,113338450,δ’,but,1
68,113338451,ἂν,would,1
69,113338452,ἐμμελὴς,measured,1
70,113338453,ἡ,the,1
71,113338454,ἀνάπαυσις,rest,1
72,113338455,αὐτοῖς,for them,1
73,113338456,",",",",1
74,113338457,εἰ,if,1
75,113338458,τοῖς,the,1
76,113338459,τοιούτοις,such,1
77,113338460,τῶν,of,1
78,113338461,ἀναγνωσμάτων,readings,1
79,113338462,ὁμιλοῖεν,they converse,1
80,113338463,",",",",1
81,113338464,ἃ,not,1
82,113338465,μὴ,not,1
83,113338466,μόνον,only,1
84,113338467,ἐκ,from,1
85,113338468,τοῦ,the,1
86,113338469,ἀστείου,refined,1
87,113338470,τε,and,1
88,113338471,καὶ,and,1
89,113338472,χαρίεντος,charming,1
90,113338473,ψιλὴν,bare,1
91,113338474,παρέξει,will provide,1
92,113338475,τὴν,the,1
93,113338476,ψυχαγωγίαν,entertainment,1
94,113338477,",",",",1
95,113338478,ἀλλά,but,1
96,113338479,τινα,some,1
97,113338480,καὶ,and,1
98,113338481,θεωρίαν,contemplation,1
99,113338482,οὐκ,not,1
100,113338483,ἄμουσον,not unmusical,1
101,113338484,ἐπιδείξεται,will exhibit,1
102,113338485,",",",",1
103,113338486,οἷόν,such as,1
104,113338487,τι,something,1
105,113338488,καὶ,and,1
106,113338489,περὶ,about,1
107,113338490,τῶνδε,of these,1
108,113338491,τῶν,of the,1
109,113338492,συγγραμμάτων,writings,1
110,113338493,αὐτοὺς,them,1
111,113338494,φρονήσειν,to think,1
112,113338495,ὑπολαμβάνω,I hold,1
113,113338496,.,.,1
114,113338497,οὐ,not,2
115,113338498,γὰρ,for,2
116,113338499,μόνον,only,2
117,113338500,τὸ,the,2
118,113338501,ξένον,strangeness,2
119,113338502,τῆς,of the,2
120,113338503,ὑποθέσεως,of the hypothesis,2
121,113338504,οὐ,not,2
122,113338505,-δὲ,indeed,2
123,113338506,τὸ,the,2
124,113338507,χαρίεν,grace,2
125,113338508,τῆς,of the,2
126,113338509,προαιρέσεως,of the choice,2
127,113338510,ἐπαγωγὸν,attractive,2
128,113338511,ἔσται,will be,2
129,113338512,αὐτοῖς,to them,2
130,113338513,οὐ,not,2
131,113338514,-δ',and,2
132,113338515,ὅτι,that,2
133,113338516,ψεύσματα,falsehoods,2
134,113338517,ποικίλα,various,2
135,113338518,πιθανῶς,plausibly,2
136,113338519,τε,and,2
137,113338520,καὶ,and,2
138,113338521,ἐναλήθως,truthfully,2
139,113338522,ἐξενηνόχαμεν,have exhibited,2
140,113338523,",",",",2
141,113338524,ἀλλ’,but,2
142,113338525,ὅτι,that,2
143,113338526,καὶ,and,2
144,113338527,τῶν,of the,2
145,113338528,ἱστορουμένων,of those recounted,2
146,113338529,ἕκαστον,each,2
147,113338530,οὐκ,not,2
148,113338531,ἀκωμῳδήτως,without difficulty,2
149,113338532,ᾔνικται,has been matched,2
150,113338533,πρός,toward,2
151,113338534,τινας,some,2
152,113338535,τῶν,of the,2
153,113338536,παλαιῶν,ancient,2
154,113338537,ποιητῶν,of poets,2
155,113338538,τε,and,2
156,113338539,καὶ,and,2
157,113338540,συγγραφέων,historians,2
158,113338541,καὶ,and,2
159,113338542,φιλοσόφων,of philosophers,2
160,113338543,πολλὰ,many,2
161,113338544,τεράστια,monstrous,2
162,113338545,καὶ,and,2
163,113338546,μυθώδη,myth-like,2
164,113338547,συγγεγραφότων,having written,2
165,113338548,οὓς,whom,2
166,113338549,καὶ,and,2
167,113338550,ὀνομαστὶ,by name,2
168,113338551,ἂν,if,2
169,113338552,ἔγραφον,would have written,2
170,113338553,",",",",2
171,113338554,εἰ,if,2
172,113338555,μὴ,not,2
173,113338556,καὶ,and,2
174,113338557,αὐτῷ,your,2
175,113338558,σοι,you,2
176,113338559,ἐκ,from,2
177,113338560,τῆς,the,2
178,113338561,ἀναγνώσεως,reading,2
179,113338562,φανεῖσθαι,appear,2
180,113338563,ἔμελλον,were going to,2
181,113338564,.,.,2
182,113338565,οἷον,such as,3
183,113338566,Κτησίας,Ctesias,3
184,113338567,ὁ,the,3
185,113338568,Κτησιόχου,son of Ctesias,3
186,113338569,ὁ,the,3
187,113338570,Κνίδιος,of Knidos,3
188,113338571,",",",",3
189,113338572,ὃς,who,3
190,113338573,συνέγραψεν,wrote,3
191,113338574,περὶ,about,3
192,113338575,τῆς,of the,3
193,113338576,Ἰνδῶν,Indian,3
194,113338577,χώρας,region,3
195,113338578,καὶ,and,3
196,113338579,τῶν,the,3
197,113338580,παρ’,among,3
198,113338581,αὐτοῖς,them,3
199,113338582,ἃ,neither,3
200,113338583,μή,not,3
201,113338584,-τε,-and,3
202,113338585,αὐτὸς,he,3
203,113338586,εἶδεν,saw,3
204,113338587,μή,not,3
205,113338588,-τε,-neither,3
206,113338589,ἄλλου,another,3
207,113338590,ἀληθεύοντος,telling the truth,3
208,113338591,ἤκουσεν,heard,3
209,113338592,.,.,3
210,113338593,ἔγραψε,wrote,4
211,113338594,δὲ,and,4
212,113338595,καὶ,and,4
213,113338596,Ἰαμβοῦλος,Iambulus,4
214,113338597,περὶ,about,4
215,113338598,τῶν,of,4
216,113338599,ἐν,in,4
217,113338600,τῇ,the,4
218,113338601,μεγάλῃ,great,4
219,113338602,θαλάττῃ,sea,4
220,113338603,πολλὰ,many,4
221,113338604,παράδοξα,wonders,4
222,113338605,",",",",4
223,113338606,γνώριμον,known,4
224,113338607,μὲν,indeed,4
225,113338608,ἅπασι,all,4
226,113338609,τὸ,the,4
227,113338610,ψεῦδος,lie,4
228,113338611,πλασάμενος,having fabricated,4
229,113338612,",",",",4
230,113338613,οὐκ,not,4
231,113338614,ἀτερπῆ,unpleasant,4
232,113338615,δὲ,but,4
233,113338616,ὅμως,nevertheless,4
234,113338617,συνθεὶς,having composed,4
235,113338618,τὴν,the,4
236,113338619,ὑπόθεσιν,story,4
237,113338620,.,.,4
238,113338621,πολλοὶ,many,5
239,113338622,δὲ,but,5
240,113338623,καὶ,and,5
241,113338624,ἄλλοι,others,5
242,113338625,τὰ,the,5
243,113338626,αὐτὰ,the same things,5
244,113338627,τούτοις,these,5
245,113338628,προελόμενοι,having chosen,5
246,113338629,συνέγραψαν,wrote,5
247,113338630,ὡς,as,5
248,113338631,δή,indeed,5
249,113338632,τινας,certain,5
250,113338633,ἑαυτῶν,their own,5
251,113338634,πλάνας,deceptions,5
252,113338635,τε,and,5
253,113338636,καὶ,and,5
254,113338637,ἀποδημίας,journeys,5
255,113338638,",",",",5
256,113338639,θηρίων,of beasts,5
257,113338640,τε,and,5
258,113338641,μεγέθη,sizes,5
259,113338642,ἱστοροῦντες,narrating,5
260,113338643,καὶ,and,5
261,113338644,ἀνθρώπων,of men,5
262,113338645,ὠμότητας,cruelties,5
263,113338646,καὶ,and,5
264,113338647,βίων,of lives,5
265,113338648,καινότητας,novelties,5
266,113338649,.,.,5
267,113338650,ἀρχηγὸς,leader,6
268,113338651,δὲ,but,6
269,113338652,αὐτοῖς,them,6
270,113338653,καὶ,and,6
271,113338654,διδάσκαλος,teacher,6
272,113338655,τῆς,of the,6
273,113338656,τοιαύτης,such,6
274,113338657,βωμολοχίας,scurrility,6
275,113338658,ὁ,the,6
276,113338659,τοῦ,of,6
277,113338660,Ὁμήρου,of Homer,6
278,113338661,Ὀδυσσεύς,Odysseus,6
279,113338662,",",",",6
280,113338663,τοῖς,to them,6
281,113338664,περὶ,about,6
282,113338665,τὸν,the,6
283,113338666,Ἀλκίνουν,Alcinous,6
284,113338667,διηγούμενος,narrating,6
285,113338668,ἀνέμων,of the winds,6
286,113338669,τε,and,6
287,113338670,δουλείαν,bondage,6
288,113338671,καὶ,and,6
289,113338672,μονοφθάλμους,one-eyed,6
290,113338673,καὶ,and,6
291,113338674,ὠμοφάγους,raw-flesh-eating,6
292,113338675,καὶ,and,6
293,113338676,ἀγρίους,savage,6
294,113338677,τινὰς,some,6
295,113338678,ἀνθρώπους,men,6
296,113338679,",",",",6
297,113338680,ἔτι,furthermore,6
298,113338681,δὲ,and,6
299,113338682,πολυκέφαλα,many-headed,6
300,113338683,ζῷα,animals,6
301,113338684,καὶ,and,6
302,113338685,τὰς,the,6
303,113338686,ὑπὸ,by,6
304,113338687,φαρμάκων,of drugs,6
305,113338688,τῶν,of the,6
306,113338689,ἑταίρων,of companions,6
307,113338690,μεταβολάς,transformations,6
308,113338691,",",",",6
309,113338692,οἷα,such,6
310,113338693,πολλὰ,many things,6
311,113338694,ἐκεῖνος,he,6
312,113338695,πρὸς,to,6
313,113338696,ἰδιώτας,commoners,6
314,113338697,ἀνθρώπους,men,6
315,113338698,τοὺς,the,6
316,113338699,Φαίακας,Phaeacians,6
317,113338700,ἐτερατεύσατο,he told tall tales,6
318,113338701,.,.,6
319,113338702,τούτοις,these,7
320,113338703,οὖν,then,7
321,113338704,ἐντυχὼν,having met,7
322,113338705,ἅπασιν,all,7
323,113338706,",",",",7
324,113338707,τοῦ,of,7
325,113338708,ψεύσασθαι,to lie,7
326,113338709,μὲν,on the one hand,7
327,113338710,οὐ,not,7
328,113338711,σφόδρα,very much,7
329,113338712,τοὺς,the,7
330,113338713,ἄνδρας,men,7
331,113338714,ἐμεμψάμην,I blamed,7
332,113338715,",",",",7
333,113338716,ὁρῶν,seeing,7
334,113338717,ἤδη,already,7
335,113338718,σύνηθες,common,7
336,113338719,ὂν,being,7
337,113338720,τοῦτο,this,7
338,113338721,καὶ,and,7
339,113338722,τοῖς,the,7
340,113338723,φιλοσοφεῖν,to philosophize,7
341,113338724,ὑπισχνουμένοις,promising,7
342,113338725,.,.,7
343,113338726,ἐκεῖνο,that,8
344,113338727,δὲ,but,8
345,113338728,αὐτῶν,their,8
346,113338729,ἐθαύμασα,I marveled,8
347,113338730,",",",",8
348,113338731,εἰ,whether,8
349,113338732,ἐνόμιζον,they supposed,8
350,113338733,λήσειν,to escape notice,8
351,113338734,οὐκ,not,8
352,113338735,ἀληθῆ,true,8
353,113338736,συγγράφοντες,writing,8
354,113338737,.,.,8
355,113338738,διόπερ,therefore,9
356,113338739,καὶ,and,9
357,113338740,αὐτὸς,he himself,9
358,113338741,ὑπὸ,under,9
359,113338742,κενοδοξίας,boastfulness,9
360,113338743,ἀπολιπεῖν,to abandon,9
361,113338744,τι,something,9
362,113338745,σπουδάσας,having made an effort,9
363,113338746,τοῖς,to,9
364,113338747,μεθ’,with,9
365,113338748,ἡμᾶς,us,9
366,113338749,",",",",9
367,113338750,ἵνα,in order that,9
368,113338751,μὴ,not,9
369,113338752,μόνος,alone,9
370,113338753,ἄμοιρος,without share in,9
371,113338754,ὦ,was,9
372,113338755,τῆς,of the,9
373,113338756,ἐν,in,9
374,113338757,τῷ,the,9
375,113338758,μυθολογεῖν,mythologizing,9
376,113338759,ἐλευθερίας,of freedom,9
377,113338760,",",",",9
378,113338761,ἐπεὶ,because,9
379,113338762,μηδὲν,not even a single,9
380,113338763,ἀληθὲς,truth,9
381,113338764,ἱστορεῖν,to relate,9
382,113338765,εἶχον,had,9
383,113338766,—,—,9
384,113338767,οὐδὲν,nothing,9
385,113338768,γὰρ,for,9
386,113338769,ἐπεπόνθειν,suffered,9
387,113338770,ἀξιόλογον,worthy of consideration,9
388,113338771,—,—,9
389,113338772,ἐπὶ,toward,9
390,113338773,τὸ,the,9
391,113338774,ψεῦδος,lie,9
392,113338775,ἐτραπόμην,turned,9
393,113338776,πολὺ,much,9
394,113338777,τῶν,of the,9
395,113338778,ἄλλων,others,9
396,113338779,εὐγνωμονέστερον,more reasonable,9
397,113338780,.,.,9
398,113338781,κα-,and,10
399,113338782,κἂν,if,10
400,113338783,ἓν,one,10
401,113338784,γὰρ,for,10
402,113338785,δὴ,indeed,10
403,113338786,τοῦτο,this,10
404,113338787,ἀληθεύσω,will speak the truth,10
405,113338788,λέγων,saying,10
406,113338789,ὅτι,that,10
407,113338790,ψεύδομαι,I lie,10
408,113338791,.,.,10
409,113338792,οὕτω,thus,11
410,113338793,δ’,but,11
411,113338794,ἄν,would,11
412,113338795,μοι,me,11
413,113338796,δοκῶ,I seem,11
414,113338797,καὶ,also,11
415,113338798,τὴν,the,11
416,113338799,παρὰ,from,11
417,113338800,τῶν,of the,11
418,113338801,ἄλλων,others,11
419,113338802,κατηγορίαν,accusation,11
420,113338803,ἐκφυγεῖν,to escape,11
421,113338804,αὐτὸς,I myself,11
422,113338805,ὁμολογῶν,admitting,11
423,113338806,μηδὲν,not anything,11
424,113338807,ἀληθὲς,true,11
425,113338808,λέγειν,saying,11
426,113338809,.,.,11
427,113338810,γράφω,I write,12
428,113338811,τοίνυν,therefore,12
429,113338812,περὶ,about,12
430,113338813,ὧν,of which,12
431,113338814,μή,not,12
432,113338815,-τε,and,12
433,113338816,εἶδον,saw,12
434,113338817,μή,not,12
435,113338818,-τε,and,12
436,113338819,ἔπαθον,experienced,12
437,113338820,μή,not,12
438,113338821,-τε,and,12
439,113338822,παρ’,from,12
440,113338823,ἄλλων,others,12
441,113338824,ἐπυθόμην,heard,12
442,113338825,",",",",12
443,113338826,ἔτι,furthermore,12
444,113338827,δὲ,and,12
445,113338828,μή,not,12
446,113338829,-τε,and,12
447,113338830,ὅλως,at all,12
448,113338831,ὄντων,existing,12
449,113338832,μή,not,12
450,113338833,-τε,and,12
451,113338834,τὴν,the,12
452,113338835,ἀρχὴν,beginning,12
453,113338836,γενέσθαι,to become,12
454,113338837,δυναμένων,being able,12
455,113338838,.,.,12
456,113338839,διὸ,but,13
457,113338840,δεῖ,it is necessary,13
458,113338841,τοὺς,the,13
459,113338842,ἐντυγχάνοντας,those who meet,13
460,113338843,μηδαμῶς,in no way,13
461,113338844,πιστεύειν,to trust,13
462,113338845,αὐτοῖς,them,13
463,113338846,.,.,13
464,113338847,ὁρμηθεὶς,having set out,14
465,113338848,γάρ,for,14
466,113338849,ποτε,once,14
467,113338850,ἀπὸ,from,14
468,113338851,Ἡρακλείων,Heracleian,14
469,113338852,στηλῶν,columns,14
470,113338853,καὶ,and,14
471,113338854,ἀφεὶς,having released,14
472,113338855,εἰς,into,14
473,113338856,τὸν,the,14
474,113338857,ἑσπέριον,western,14
475,113338858,ὠκεανὸν,ocean,14
476,113338859,οὐρίῳ,northerly,14
477,113338860,ἀνέμῳ,with the wind,14
478,113338861,τὸν,the,14
479,113338862,πλοῦν,voyage,14
480,113338863,ἐποιούμην,I was making,14
481,113338864,.,.,14
482,113338865,αἰτία,reason,15
483,113338866,δέ,but,15
484,113338867,μοι,to me,15
485,113338868,τῆς,of the,15
486,113338869,ἀποδημίας,journey,15
487,113338870,καὶ,and,15
488,113338871,ὑπόθεσις,subject,15
489,113338872,ἡ,the,15
490,113338873,τῆς,of the,15
491,113338874,διανοίας,of the mind,15
492,113338875,περιεργία,curiosity,15
493,113338876,καὶ,and,15
494,113338877,πραγμάτων,things,15
495,113338878,καινῶν,new,15
496,113338879,ἐπιθυμία,desire,15
497,113338880,καὶ,and,15
498,113338881,τὸ,the,15
499,113338882,βούλεσθαι,to wish,15
500,113338883,μαθεῖν,to learn,15
501,113338884,τί,something,15
502,113338885,τὸ,the,15
