,greek_id,greek_word,gloss,sent_id
0,100630348,ἥκω,I come,0
1,100630349,Διὸς,of Zeus,0
2,100630350,παῖς,son,0
3,100630351,τήνδε,this,0
4,100630352,Θηβαίων,of Thebans,0
5,100630353,χθόνα,land,0
6,100630354,Διόνυσος,Dionysus,0
7,100630355,",",",",0
8,100630356,ὃν,whom,0
9,100630357,τίκτει,bears,0
10,100630358,ποθ',once,0
11,100630359,ἡ,the,0
12,100630360,Κάδμου,of Cadmus,0
13,100630361,κόρη,daughter,0
14,100630362,Σεμέλη,Semele,0
15,100630363,λοχευθεῖσ’,giving birth,0
16,100630364,ἀστραπηφόρῳ,thunder-bearing,0
17,100630365,πυρί,fire,0
18,100630366,.,.,0
19,100630367,μορφὴν,form,1
20,100630368,δ’,and,1
21,100630369,ἀμείψας,having exchanged,1
22,100630370,ἐκ,from,1
23,100630371,θεοῦ,of a god,1
24,100630372,βροτησίαν,mortal,1
25,100630373,πάρειμι,I am present,1
26,100630374,Δίρκης,Dirke,1
27,100630375,νάματ’,springs,1
28,100630376,Ἰσμηνοῦ,of Ismenus,1
29,100630377,θ’,and,1
30,100630378,ὕδωρ,water,1
31,100630379,.,.,1
32,100630380,ὁρῶ,I see,2
33,100630381,δὲ,but,2
34,100630382,μητρὸς,of mother,2
35,100630383,μνῆμα,memorial,2
36,100630384,τῆς,of the,2
37,100630385,κεραυνίας,lightning,2
38,100630386,τόδ',this,2
39,100630387,ἐγγὺς,near,2
40,100630388,οἴκων,of houses,2
41,100630389,καὶ,and,2
42,100630390,δόμων,of houses,2
43,100630391,ἐρείπια,ruins,2
44,100630392,τυφόμενα,smoking,2
45,100630393,Δίου,of Zeus,2
46,100630394,πυρὸς,of fire,2
47,100630395,ἔτι,still,2
48,100630396,ζῶσαν,living,2
49,100630397,φλόγα,flame,2
50,100630398,",",",",2
51,100630399,ἀθάνατον,immortal,2
52,100630400,Ἥρας,of Hera,2
53,100630401,μητέρ’,mother,2
54,100630402,εἰς,toward,2
55,100630403,ἐμὴν,my,2
56,100630404,ὕβριν,insolence,2
57,100630405,.,.,2
58,100630406,αἰνῶ,I praise,3
59,100630407,δὲ,but,3
60,100630408,Κάδμον,Cadmus,3
61,100630409,",",",",3
62,100630410,ἄβατον,forbidden,3
63,100630411,ὃς,who,3
64,100630412,πέδον,ground,3
65,100630413,τόδε,this,3
66,100630414,τίθησι,places,3
67,100630415,",",",",3
68,100630416,θυγατρὸς,daughter's,3
69,100630417,σηκόν,shrine,3
70,100630418,.,.,3
71,100630419,ἀμπέλου,of the vine,4
72,100630420,δέ,but,4
73,100630421,νιν,her,4
74,100630422,πέριξ,around,4
75,100630423,ἐγὼ,I,4
76,100630424,’κάλυψα,I covered,4
77,100630425,βοτρυώδει,grape-bearing,4
78,100630426,χλόῃ,grass,4
79,100630427,.,.,4
80,100630428,λιπὼν,having left,5
81,100630429,δὲ,and,5
82,100630430,Λυδῶν,Lydia,5
83,100630431,τοὺς,the,5
84,100630432,πολυχρύσους,gold-adorned,5
85,100630433,γύας,fields,5
86,100630434,Φρυγῶν,Phrygian,5
87,100630435,τε,and,5
88,100630436,",",",",5
89,100630437,Περσῶν,of the Persians,5
90,100630438,θ’,and,5
91,100630439,ἡλιοβλήτους,sun-struck,5
92,100630440,πλάκας,slabs,5
93,100630441,Βάκτριά,Bactrian,5
94,100630442,τε,and,5
95,100630443,τείχη,walls,5
96,100630444,τήν,the,5
97,100630445,τε,and,5
98,100630446,δύσχιμον,hard-traversing,5
99,100630447,χθόνα,land,5
100,100630448,Μήδων,of the Medes,5
101,100630449,ἐπελθὼν,having entered,5
102,100630450,Ἀραβίαν,Arabia,5
103,100630451,τ’,and,5
104,100630452,εὐδαίμονα,blessed,5
105,100630453,Ἀσίαν,Asia,5
106,100630454,τε,and,5
107,100630455,πᾶσαν,all,5
108,100630456,",",",",5
109,100630457,ἣ,which,5
110,100630458,παρ’,beside,5
111,100630459,ἁλμυρὰν,salty,5
112,100630460,ἅλα,sea,5
113,100630461,κεῖται,lies,5
114,100630462,μιγάσιν,mixed,5
115,100630463,Ἕλλησι,Greeks,5
116,100630464,βαρβάροις,barbarians,5
117,100630465,θ',and,5
118,100630466,ὁμοῦ,together,5
119,100630467,πλήρεις,full,5
120,100630468,ἔχουσα,having,5
121,100630469,καλλιπυργώτους,beautifully-towered,5
122,100630470,πόλεις,cities,5
123,100630471,",",",",5
124,100630472,ἐς,into,5
125,100630473,τήνδε,this,5
126,100630474,πρῶτον,first,5
127,100630475,ἦλθον,came,5
128,100630476,Ἑλλήνων,of the Greeks,5
129,100630477,πόλιν,city,5
130,100630478,",",",",5
131,100630479,τα-,them,5
132,100630480,τἀκεῖ,there,5
133,100630481,χορεύσας,having danced,5
134,100630482,καὶ,and,5
135,100630483,καταστήσας,having established,5
136,100630484,ἐμὰς,my,5
137,100630485,τελετάς,rites,5
138,100630486,",",",",5
139,100630487,ἵν’,in order that,5
140,100630488,εἴην,I might be,5
141,100630489,ἐμφανὴς,manifest,5
142,100630490,δαίμων,deity,5
143,100630491,βροτοῖς,mortals,5
144,100630492,.,.,5
145,100630493,πρώτας,first,6
146,100630494,δὲ,but,6
147,100630495,Θήβας,Thebes,6
148,100630496,τῆσδε,of this,6
149,100630497,γῆς,land,6
150,100630498,Ἑλληνίδος,of the Greek,6
151,100630499,ἀνωλόλυξα,I raised a shout,6
152,100630500,",",",",6
153,100630501,νεβρίδ’,fawnskin,6
154,100630502,ἐξάψας,having stripped,6
155,100630503,χροὸς,skin,6
156,100630504,θύρσον,thyrsus,6
157,100630505,τε,and,6
158,100630506,δοὺς,having given,6
159,100630507,ἐς,into,6
160,100630508,χεῖρα,hand,6
161,100630509,",",",",6
162,100630510,κίσσινον,ivy,6
163,100630511,βέλος,dart,6
164,100630512,.,.,6
165,100630513,ἐπεί,since,7
166,100630514,μ’,me,7
167,100630515,ἀδελφαὶ,sisters,7
168,100630516,μητρός,of mother,7
169,100630517,",",",",7
170,100630518,ἃς,whom,7
171,100630519,ἥκιστα,least,7
172,100630520,χρῆν,it was fitting,7
173,100630521,",",",",7
174,100630522,Διόνυσον,Dionysus,7
175,100630523,οὐκ,not,7
176,100630524,ἔφασκον,they were saying,7
177,100630525,ἐκφῦναι,to be born,7
178,100630526,Διός,of Zeus,7
179,100630527,",",",",7
180,100630528,Σεμέλην,Semele,7
181,100630529,δὲ,and,7
182,100630530,νυμφευθεῖσαν,having been married,7
183,100630531,ἐκ,from,7
184,100630532,θνητοῦ,mortal,7
185,100630533,τινος,some,7
186,100630534,ἐς,to,7
187,100630535,Ζῆν',Zeus,7
188,100630536,ἀναφέρειν,to bring up,7
189,100630537,τὴν,the,7
190,100630538,ἁμαρτίαν,sin,7
