,greek_id,english_word,sent_id,greek_word
0,100630348,come,1,ἥκω
1,100630349,Zeus,1,Διὸς
2,100630350,child,1,παῖς
3,100630351,this,1,τήνδε
4,100630352,Thebans,1,Θηβαίων
5,100630353,land,1,χθόνα
6,100630354,Dionysus,1,Διόνυσος
7,100630356,whom,1,ὃν
8,100630357,bore,1,τίκτει
9,100630358,once,1,ποθ’
10,100630359,the,1,ἡ
11,100630360,Cadmus,1,Κάδμου
12,100630361,daughter,1,κόρη
13,100630362,Semele,1,Σεμέλη
14,100630363,giving,1,λοχευθεῖσ’
15,100630364,lightning-bearing,1,ἀστραπηφόρῳ
16,100630365,fire,1,πυρί
17,100630367,form,2,μορφὴν
18,100630368,Having,2,δ’
19,100630369,exchanged,2,ἀμείψας
20,100630370,for,2,ἐκ
21,100630371,a,2,θεοῦ
22,100630372,mortal,2,βροτησίαν
23,100630373,I,2,πάρειμι
24,100630373,am,2,πάρειμι
25,100630373,present,2,πάρειμι
26,100630374,Dirce,2,Δίρκης
27,100630375,waters,2,νάματ’
28,100630376,Ismenus,2,Ἰσμηνοῦ
29,100630377,and,2,θ’
30,100630378,stream,2,ὕδωρ
31,100630380,see,3,ὁρῶ
32,100630381,the,3,δὲ
33,100630382,mother,3,μητρὸς
34,100630383,tomb,3,μνῆμα
35,100630384,the,3,τῆς
36,100630385,thunder-struck,3,κεραυνίας
37,100630386,this,3,τόδ’
38,100630387,close,3,ἐγγὺς
39,100630388,houses,3,οἴκων
40,100630389,and,3,καὶ
41,100630390,buildings,3,δόμων
42,100630391,ruins,3,ἐρείπια
43,100630392,smoldering,3,τυφόμενα
44,100630393,Zeus's,3,Δίου
45,100630394,fire,3,πυρὸς
46,100630395,even,3,ἔτι
47,100630396,now,3,ζῶσαν
48,100630396,living,3,ζῶσαν
49,100630397,flame,3,φλόγα
50,100630399,immortal,3,ἀθάνατον
51,100630400,Hera,3,Ἥρας
52,100630401,mother,3,μητέρ’
53,100630402,in,3,εἰς
54,100630403,my,3,ἐμὴν
55,100630404,insolence,3,ὕβριν
56,100630406,I praise,4,αἰνῶ
57,100630407,but,4,δὲ
58,100630408,Cadmus,4,Κάδμον
59,100630411,who,4,ὃς
60,100630414,makes,4,τίθησι
61,100630412,ground,4,πέδον
62,100630413,this,4,τόδε
63,100630410,forbidden,4,ἄβατον
64,100630416,daughter's,4,θυγατρὸς
65,100630417,shrine,4,σηκόν
66,100630419,vine,5,ἀμπέλου
67,100630420,all,5,δέ
68,100630421,her,5,νιν
69,100630422,around,5,πέριξ
70,100630423,I,5,ἐγὼ
71,100630424,have covered,5,’κάλυψα
72,100630425,cluster-bearing,5,βοτρυώδει
73,100630426,foliage,5,χλόῃ
74,100630428,Having abandoned,6,λιπὼν
75,100630429,and,6,δὲ
76,100630430,Lydians,6,Λυδῶν
77,100630431,the,6,τοὺς
78,100630432,gold-fenced,6,πολυχρύσους
79,100630433,fields,6,γύας
80,100630434,Phrygians,6,Φρυγῶν
81,100630435,and,6,τε
82,100630437,Persians,6,Περσῶν
83,100630438,and,6,θ’
84,100630439,sun-struck,6,ἡλιοβλήτους
85,100630440,stone slabs,6,πλάκας
86,100630441,Bactrians,6,Βάκτριά
87,100630442,and,6,τε
88,100630443,walls,6,τείχη
89,100630444,the,6,τήν
90,100630445,and,6,τε
91,100630446,hostile,6,δύσχιμον
92,100630447,land,6,χθόνα
93,100630448,Medes,6,Μήδων
94,100630449,having advanced upon,6,ἐπελθὼν
95,100630450,Arabia,6,Ἀραβίαν
96,100630451,and,6,τ’
97,100630452,blessed,6,εὐδαίμονα
98,100630453,Asia,6,Ἀσίαν
99,100630454,and,6,τε
100,100630455,all,6,πᾶσαν
101,100630457,which,6,ἣ
102,100630458,beside,6,παρ’
103,100630459,salty,6,ἁλμυρὰν
104,100630460,sea,6,ἅλα
105,100630461,holds,6,κεῖται
106,100630462,mixed,6,μιγάσιν
107,100630463,Greeks,6,Ἕλλησι
108,100630464,barbarians,6,βαρβάροις
109,100630465,and,6,θ’
110,100630466,together,6,ὁμοῦ
111,100630467,full,6,πλήρεις
112,100630468,of,6,ἔχουσα
113,100630469,well-towered,6,καλλιπυργώτους
114,100630470,cities,6,πόλεις
115,100630472,to,6,ἐς
116,100630473,this,6,τήνδε
117,100630474,first,6,πρῶτον
118,100630475,came,6,ἦλθον
119,100630476,of the Greeks,6,Ἑλλήνων
120,100630477,city,6,πόλιν
121,100630479,the dances,6,τα-
122,100630480,here,6,τἀκεῖ
123,100630481,having danced,6,χορεύσας
124,100630482,and,6,καὶ
125,100630483,established,6,καταστήσας
126,100630484,my own,6,ἐμὰς
127,100630485,rites,6,τελετάς
128,100630487,so that,6,ἵν’
129,100630488,I might be,6,εἴην
130,100630489,visible,6,ἐμφανὴς
131,100630490,god,6,δαίμων
132,100630491,to mortals,6,βροτοῖς
133,100630493,first,7,πρώτας
134,100630494,over,7,δὲ
135,100630495,cities,7,Θήβας
136,100630496,this,7,τῆσδε
137,100630497,land,7,γῆς
138,100630498,Hellenic,7,Ἑλληνίδος
139,100630499,raised a loud cry,7,ἀνωλόλυξα
140,100630501,fawn-skin,7,νεβρίδ’
141,100630502,flung off,7,ἐξάψας
142,100630503,fawn-skin,7,χροὸς
143,100630504,thyrsus,7,θύρσον
144,100630505,and,7,τε
145,100630506,given,7,δοὺς
146,100630507,into,7,ἐς
147,100630508,hand,7,χεῖρα
148,100630510,ivy-tipped,7,κίσσινον
149,100630511,dart,7,βέλος
150,100630513,For,8,ἐπεί
151,100630514,my,8,μ’
152,100630515,sisters,8,ἀδελφαὶ
153,100630518,whom,8,ἃς
154,100630519,least,8,ἥκιστα
155,100630520,expected,8,χρῆν
156,100630522,Dionysus,8,Διόνυσον
157,100630523,not,8,οὐκ
158,100630524,claim,8,ἔφασκον
159,100630525,born,8,ἐκφῦναι
160,100630526,Zeus,8,Διός
161,100630528,Semele,8,Σεμέλην
162,100630530,having been married,8,νυμφευθεῖσαν
163,100630531,to,8,ἐκ
164,100630532,mortal,8,θνητοῦ
165,100630533,a certain,8,τινος
166,100630534,to,8,ἐς
167,100630535,Zeus,8,Ζῆν’
168,100630536,carried,8,ἀναφέρειν
169,100630537,her,8,τὴν
170,100630538,sin,8,ἁμαρτίαν
171,100630539,bed-chamber,8,λέχους
172,100630542,tricks,8,σοφίσμαθ’
173,100630541,Cadmus,8,Κάδμου
174,100630544,which,8,ὧν
175,100630545,he,8,νιν
176,100630546,because,8,οὕνεκα
177,100630547,kill,8,κτανεῖν
178,100630548,Zeus,8,Ζῆν’
179,100630549,boasted,8,ἐξεκαυχῶνθ’
180,100630551,that,8,ὅτι
181,100630552,marriage,8,γάμους
182,100630553,lied,8,ἐψεύσατο
183,100630555,Therefore,9,τοιγάρ
184,100630561,I,9,ἐγὼ
185,100630556,her,9,νιν
186,100630558,out,9,ἐκ
187,100630559,house,9,δόμων
188,100630562,frenzies,9,μανίαις
189,100630564,mountain,9,ὄρος
190,100630566,inhabited,9,οἰκοῦσι
191,100630567,mad,9,παράκοποι
192,100630568,minds,9,φρενῶν
193,100630570,equipment,10,σκευήν
194,100630571,and,10,τ’
195,100630572,carry,10,ἔχειν
196,100630573,forced,10,ἠνάγκασ’
197,100630574,rites,10,ὀργίων
198,100630575,my,10,ἐμῶν
199,100630577,and,10,καὶ
200,100630578,all,10,πᾶν
201,100630579,the,10,τὸ
202,100630580,female,10,θῆλυ
203,100630581,seed,10,σπέρμα
204,100630582,Cadmeians,10,Καδμείων
205,100630584,all,10,ὅσαι
206,100630585,women,10,γυναῖκες
207,100630586,were,10,ἦσαν
208,100630588,drove,10,ἐξέμηνα
209,100630589,houses,10,δωμάτων
210,100630591,And,11,ὁμοῦ
211,100630592,And,11,δὲ
212,100630593,Cadmus,11,Κάδμου
213,100630594,children,11,παισὶν
214,100630595,mixed,11,ἀναμεμειγμέναι
215,100630596,green,11,χλωραῖς
216,100630597,beneath,11,ὑπ’
217,100630598,firs,11,ἐλάταις
218,100630599,roofless,11,ἀνορόφοις
219,100630600,are,11,ἧνται
220,100630601,rocks,11,πέτραις
221,100630603,necessary,12,δεῖ
222,100630604,For,12,γὰρ
223,100630605,city,12,πόλιν
224,100630606,this,12,τήνδ’
225,100630607,learn,12,ἐκμαθεῖν
